subscription_id,customer_id,plan,mrr,status,auto_renew,start_date
SUB-0202,CUST-0202,Enterprise,799.0,Active,True,2025-04-07
SUB-0203,CUST-0203,Starter,49.0,Active,False,2025-02-24
SUB-0204,CUST-0204,Enterprise,799.0,Active,True,2025-03-17
SUB-0205,CUST-0205,Starter,49.0,Active,True,2025-01-31
SUB-0206,CUST-0206,Starter,49.0,Active,True,2025-07-22
SUB-0207,CUST-0207,Pro,199.0,Active,True,2025-02-17
SUB-0208,CUST-0208,Enterprise,799.0,Active,True,2025-07-18
SUB-0209,CUST-0209,Enterprise,799.0,Active,False,2025-03-08
SUB-0210,CUST-0210,Starter,49.0,Active,True,2025-04-19
SUB-0211,CUST-0211,Starter,49.0,Active,True,2025-08-08
SUB-0212,CUST-0212,Pro,199.0,Active,True,2025-07-06
SUB-0213,CUST-0213,Pro,199.0,Active,False,2025-04-01
SUB-0214,CUST-0214,Enterprise,799.0,Active,True,2025-07-19
SUB-0215,CUST-0215,Enterprise,799.0,Canceled,False,2025-04-24
SUB-0216,CUST-0216,Enterprise,799.0,Active,True,2025-01-17
SUB-0217,CUST-0217,Enterprise,799.0,Active,False,2025-10-10
SUB-0218,CUST-0218,Starter,49.0,Active,True,2025-02-28
SUB-0219,CUST-0219,Enterprise,799.0,Canceled,False,2025-08-04
SUB-0220,CUST-0220,Starter,49.0,Active,True,2025-04-08
SUB-0221,CUST-0221,Starter,49.0,Active,True,2025-09-07
SUB-0222,CUST-0222,Pro,199.0,Active,True,2025-02-24
SUB-0223,CUST-0223,Starter,49.0,Active,False,2025-07-15
SUB-0224,CUST-0224,Starter,49.0,Active,True,2025-05-16
SUB-0225,CUST-0225,Enterprise,799.0,Active,True,2025-09-07
SUB-0226,CUST-0226,Pro,199.0,Active,False,2025-10-18
SUB-0227,CUST-0227,Enterprise,799.0,Active,True,2025-06-09
SUB-0228,CUST-0228,Enterprise,799.0,Active,True,2025-01-14
SUB-0229,CUST-0229,Starter,49.0,Active,True,2025-03-04
SUB-0230,CUST-0230,Pro,199.0,Active,True,2025-03-13
SUB-0231,CUST-0231,Pro,199.0,Active,True,2025-02-25
SUB-0232,CUST-0232,Starter,49.0,Active,True,2025-09-23
SUB-0233,CUST-0233,Starter,49.0,Active,True,2025-05-08
SUB-0234,CUST-0234,Starter,49.0,Active,True,2025-09-11
SUB-0235,CUST-0235,Pro,199.0,Active,True,2025-01-14
SUB-0236,CUST-0236,Pro,199.0,Active,True,2025-01-30
SUB-0237,CUST-0237,Pro,199.0,Active,True,2025-05-12
SUB-0238,CUST-0238,Pro,199.0,Active,True,2025-05-25
SUB-0239,CUST-0239,Enterprise,799.0,Active,True,2025-02-10
SUB-0240,CUST-0240,Enterprise,799.0,Active,True,2025-07-29
SUB-0241,CUST-0241,Enterprise,799.0,Active,True,2025-10-13
SUB-0242,CUST-0242,Enterprise,799.0,Active,True,2025-10-24
SUB-0243,CUST-0243,Pro,199.0,Active,True,2025-05-22
SUB-0244,CUST-0244,Pro,199.0,Active,False,2025-05-07
SUB-0245,CUST-0245,Enterprise,799.0,Active,False,2025-01-26
SUB-0246,CUST-0246,Starter,49.0,Active,True,2025-09-12
SUB-0247,CUST-0247,Enterprise,799.0,Active,True,2025-03-04
SUB-0248,CUST-0248,Enterprise,799.0,Active,True,2025-07-10
SUB-0249,CUST-0249,Starter,49.0,Active,True,2025-01-27
SUB-0250,CUST-0250,Starter,49.0,Active,True,2025-10-13
SUB-0251,CUST-0251,Enterprise,799.0,Active,True,2025-01-09
SUB-0252,CUST-0252,Starter,49.0,Active,True,2025-07-14
SUB-0253,CUST-0253,Starter,49.0,Active,True,2025-09-22
SUB-0254,CUST-0254,Pro,199.0,Active,False,2025-06-22
SUB-0255,CUST-0255,Enterprise,799.0,Active,True,2025-08-06
SUB-0256,CUST-0256,Pro,199.0,Active,True,2025-09-15
SUB-0257,CUST-0257,Starter,49.0,Active,True,2025-09-10
SUB-0258,CUST-0258,Enterprise,799.0,Active,True,2025-06-12
SUB-0259,CUST-0259,Pro,199.0,Active,True,2025-09-13
SUB-0260,CUST-0260,Starter,49.0,Active,True,2025-04-19
SUB-0261,CUST-0261,Pro,199.0,Active,True,2025-05-27
SUB-0262,CUST-0262,Enterprise,799.0,Active,True,2025-02-05
SUB-0263,CUST-0263,Pro,199.0,Active,True,2025-01-21
SUB-0264,CUST-0264,Pro,199.0,Active,True,2025-05-31
SUB-0265,CUST-0265,Pro,199.0,Active,True,2025-03-31
SUB-0266,CUST-0266,Starter,49.0,Active,True,2025-10-05
SUB-0267,CUST-0267,Pro,199.0,Active,True,2025-02-18
SUB-0268,CUST-0268,Starter,49.0,Active,True,2025-06-14
SUB-0269,CUST-0269,Pro,199.0,Active,True,2025-04-20
SUB-0270,CUST-0270,Starter,49.0,Active,True,2025-10-13
SUB-0271,CUST-0271,Starter,49.0,Active,True,2025-07-19
SUB-0272,CUST-0272,Starter,49.0,Active,True,2025-02-21
SUB-0273,CUST-0273,Starter,49.0,Active,True,2025-08-14
SUB-0274,CUST-0274,Pro,199.0,Active,True,2025-08-01
SUB-0275,CUST-0275,Starter,49.0,Active,True,2025-09-23
SUB-0276,CUST-0276,Starter,49.0,Active,True,2025-08-29
SUB-0277,CUST-0277,Pro,199.0,Active,True,2025-10-02
SUB-0278,CUST-0278,Starter,49.0,Active,True,2025-08-21
SUB-0279,CUST-0279,Enterprise,799.0,Active,True,2025-07-01
SUB-0280,CUST-0280,Enterprise,799.0,Active,True,2025-08-30
SUB-0281,CUST-0281,Pro,199.0,Active,True,2025-07-02
SUB-0282,CUST-0282,Starter,49.0,Active,True,2025-05-03
SUB-0283,CUST-0283,Starter,49.0,Active,True,2025-02-16
SUB-0284,CUST-0284,Pro,199.0,Active,True,2025-04-21
SUB-0285,CUST-0285,Starter,49.0,Canceled,False,2025-02-19
SUB-0286,CUST-0286,Enterprise,799.0,Canceled,False,2025-07-18
SUB-0287,CUST-0287,Starter,49.0,Active,True,2025-06-09
SUB-0288,CUST-0288,Starter,49.0,Active,True,2025-08-18
SUB-0289,CUST-0289,Enterprise,799.0,Active,True,2025-09-26
SUB-0290,CUST-0290,Starter,49.0,Canceled,False,2025-05-07
SUB-0291,CUST-0291,Pro,199.0,Active,True,2025-04-13
SUB-0292,CUST-0292,Enterprise,799.0,Canceled,False,2025-01-29
SUB-0293,CUST-0293,Enterprise,799.0,Active,True,2025-03-31
SUB-0294,CUST-0294,Pro,199.0,Active,True,2025-04-03
SUB-0295,CUST-0295,Starter,49.0,Active,True,2025-03-11
SUB-0296,CUST-0296,Enterprise,799.0,Active,True,2025-01-17
SUB-0297,CUST-0297,Starter,49.0,Active,True,2025-01-12
SUB-0298,CUST-0298,Enterprise,799.0,Active,True,2025-04-30
SUB-0299,CUST-0299,Starter,49.0,Active,True,2025-02-03
SUB-0300,CUST-0300,Enterprise,799.0,Active,True,2025-09-03
SUB-0301,CUST-0301,Starter,49.0,Active,True,2025-09-07
SUB-0302,CUST-0302,Enterprise,799.0,Active,True,2025-02-18
SUB-0303,CUST-0303,Pro,199.0,Canceled,False,2025-03-17
SUB-0304,CUST-0304,Starter,49.0,Active,True,2025-08-18
SUB-0305,CUST-0305,Enterprise,799.0,Active,True,2025-09-09
SUB-0306,CUST-0306,Starter,49.0,Active,True,2025-05-12
SUB-0307,CUST-0307,Pro,199.0,Active,True,2025-05-08
SUB-0308,CUST-0308,Starter,49.0,Canceled,False,2025-03-03
SUB-0309,CUST-0309,Enterprise,799.0,Active,True,2025-08-18
SUB-0310,CUST-0310,Starter,49.0,Active,True,2025-06-14
SUB-0311,CUST-0311,Pro,199.0,Active,True,2025-09-25
SUB-0312,CUST-0312,Pro,199.0,Active,False,2025-01-14
SUB-0313,CUST-0313,Pro,199.0,Active,False,2025-04-04
SUB-0314,CUST-0314,Starter,49.0,Active,True,2025-02-14
SUB-0315,CUST-0315,Pro,199.0,Active,True,2025-04-20
SUB-0316,CUST-0316,Enterprise,799.0,Canceled,False,2025-09-18
SUB-0317,CUST-0317,Enterprise,799.0,Canceled,False,2025-06-01
SUB-0318,CUST-0318,Enterprise,799.0,Active,True,2025-10-26
SUB-0319,CUST-0319,Enterprise,799.0,Active,True,2025-06-12
SUB-0320,CUST-0320,Enterprise,799.0,Active,True,2025-05-20
SUB-0321,CUST-0321,Pro,199.0,Canceled,False,2025-08-12
SUB-0322,CUST-0322,Starter,49.0,Active,True,2025-06-16
SUB-0323,CUST-0323,Enterprise,799.0,Canceled,False,2025-07-26
SUB-0324,CUST-0324,Starter,49.0,Active,True,2025-09-03
SUB-0325,CUST-0325,Pro,199.0,Canceled,False,2025-09-07
SUB-0326,CUST-0326,Pro,199.0,Active,True,2025-06-17
SUB-0327,CUST-0327,Starter,49.0,Active,True,2025-02-12
SUB-0328,CUST-0328,Enterprise,799.0,Active,True,2025-01-01
SUB-0329,CUST-0329,Starter,49.0,Canceled,False,2025-06-08
SUB-0330,CUST-0330,Enterprise,799.0,Active,True,2025-04-05
SUB-0331,CUST-0331,Pro,199.0,Active,True,2025-07-10
SUB-0332,CUST-0332,Enterprise,799.0,Active,True,2025-08-02
SUB-0333,CUST-0333,Starter,49.0,Canceled,False,2025-01-08
SUB-0334,CUST-0334,Enterprise,799.0,Active,True,2025-10-01
SUB-0335,CUST-0335,Enterprise,799.0,Canceled,False,2025-09-24
SUB-0336,CUST-0336,Starter,49.0,Active,True,2025-02-24
SUB-0337,CUST-0337,Starter,49.0,Active,True,2025-07-22
SUB-0338,CUST-0338,Pro,199.0,Active,True,2025-08-12
SUB-0339,CUST-0339,Enterprise,799.0,Active,False,2025-02-03
SUB-0340,CUST-0340,Starter,49.0,Active,True,2025-07-14
SUB-0341,CUST-0341,Enterprise,799.0,Active,True,2025-05-23
SUB-0342,CUST-0342,Starter,49.0,Active,True,2025-04-11
SUB-0343,CUST-0343,Enterprise,799.0,Active,True,2025-10-12
SUB-0344,CUST-0344,Starter,49.0,Active,True,2025-01-14
SUB-0345,CUST-0345,Starter,49.0,Active,True,2025-09-16
SUB-0346,CUST-0346,Pro,199.0,Active,True,2025-03-29
SUB-0347,CUST-0347,Starter,49.0,Active,True,2025-06-08
SUB-0348,CUST-0348,Enterprise,799.0,Active,True,2025-02-01
SUB-0349,CUST-0349,Enterprise,799.0,Active,True,2025-09-26
SUB-0350,CUST-0350,Enterprise,799.0,Active,True,2025-09-12
SUB-0351,CUST-0351,Starter,49.0,Active,True,2025-05-31
SUB-0352,CUST-0352,Enterprise,799.0,Active,True,2025-08-22
SUB-0353,CUST-0353,Enterprise,799.0,Active,True,2025-08-18
SUB-0354,CUST-0354,Enterprise,799.0,Active,True,2025-08-22
SUB-0355,CUST-0355,Enterprise,799.0,Active,True,2025-01-29
SUB-0356,CUST-0356,Enterprise,799.0,Active,True,2025-06-10
SUB-0357,CUST-0357,Enterprise,799.0,Active,True,2025-08-15
SUB-0358,CUST-0358,Starter,49.0,Active,False,2025-02-10
SUB-0359,CUST-0359,Starter,49.0,Active,True,2025-08-09
SUB-0360,CUST-0360,Pro,199.0,Active,True,2025-07-29
SUB-0361,CUST-0361,Enterprise,799.0,Active,True,2025-03-17
SUB-0362,CUST-0362,Starter,49.0,Active,True,2025-05-16
SUB-0363,CUST-0363,Enterprise,799.0,Active,True,2025-08-20
SUB-0364,CUST-0364,Enterprise,799.0,Active,True,2025-06-25
SUB-0365,CUST-0365,Starter,49.0,Active,False,2025-09-08
SUB-0366,CUST-0366,Pro,199.0,Active,True,2025-10-15
SUB-0367,CUST-0367,Pro,199.0,Active,False,2025-08-19
SUB-0368,CUST-0368,Enterprise,799.0,Active,True,2025-08-14
SUB-0369,CUST-0369,Pro,199.0,Active,True,2025-08-26
SUB-0370,CUST-0370,Enterprise,799.0,Active,False,2025-07-06
SUB-0371,CUST-0371,Starter,49.0,Active,True,2025-06-19
SUB-0372,CUST-0372,Enterprise,799.0,Active,True,2025-08-13
SUB-0373,CUST-0373,Enterprise,799.0,Active,True,2025-02-28
SUB-0374,CUST-0374,Enterprise,799.0,Active,True,2025-04-20
SUB-0375,CUST-0375,Starter,49.0,Active,True,2025-05-26
SUB-0376,CUST-0376,Pro,199.0,Active,True,2025-06-29
SUB-0377,CUST-0377,Pro,199.0,Active,True,2025-03-23
SUB-0378,CUST-0378,Enterprise,799.0,Active,True,2025-06-28
SUB-0379,CUST-0379,Starter,49.0,Active,True,2025-05-28
SUB-0380,CUST-0380,Starter,49.0,Active,True,2025-06-09
SUB-0381,CUST-0381,Pro,199.0,Active,True,2025-02-22
SUB-0382,CUST-0382,Enterprise,799.0,Active,True,2025-09-15
SUB-0383,CUST-0383,Pro,199.0,Active,True,2025-05-19
SUB-0384,CUST-0384,Pro,199.0,Active,True,2025-10-25
SUB-0385,CUST-0385,Enterprise,799.0,Active,True,2025-03-25
SUB-0386,CUST-0386,Enterprise,799.0,Active,True,2025-09-05
SUB-0387,CUST-0387,Enterprise,799.0,Canceled,False,2025-07-22
SUB-0388,CUST-0388,Pro,199.0,Active,False,2025-09-08
SUB-0389,CUST-0389,Pro,199.0,Active,True,2025-10-14
SUB-0390,CUST-0390,Enterprise,799.0,Active,True,2025-01-25
SUB-0391,CUST-0391,Enterprise,799.0,Active,True,2025-04-28
SUB-0392,CUST-0392,Pro,199.0,Active,True,2025-10-28
SUB-0393,CUST-0393,Starter,49.0,Active,True,2025-05-01
SUB-0394,CUST-0394,Pro,199.0,Canceled,False,2025-03-23
SUB-0395,CUST-0395,Enterprise,799.0,Active,True,2025-10-10
SUB-0396,CUST-0396,Enterprise,799.0,Active,True,2025-03-06
SUB-0397,CUST-0397,Starter,49.0,Active,True,2025-08-24
SUB-0398,CUST-0398,Pro,199.0,Active,True,2025-02-03
