customer_id,name,segment
175,Customer_175,Enterprise
176,Customer_176,B2B
177,Customer_177,Enterprise
178,Customer_178,B2C
179,Customer_179,B2B
180,Customer_180,B2B
181,Customer_181,B2B
182,Customer_182,Enterprise
183,Customer_183,B2C
184,Customer_184,B2B
185,Customer_185,B2B
186,Customer_186,B2B
187,Customer_187,Enterprise
188,Customer_188,Enterprise
189,Customer_189,B2C
190,Customer_190,Enterprise
191,Customer_191,B2B
192,Customer_192,B2C
193,Customer_193,B2B
194,Customer_194,B2B
195,Customer_195,Enterprise
196,Customer_196,B2C
197,Customer_197,Enterprise
198,Customer_198,Enterprise
199,Customer_199,B2C
200,Customer_200,B2B
201,Customer_201,B2B
202,Customer_202,B2C
203,Customer_203,B2B
204,Customer_204,B2C
205,Customer_205,B2C
206,Customer_206,Enterprise
207,Customer_207,B2C
208,Customer_208,Enterprise
209,Customer_209,B2B
210,Customer_210,B2B
211,Customer_211,B2B
212,Customer_212,B2B
213,Customer_213,Enterprise
214,Customer_214,B2B
215,Customer_215,B2C
216,Customer_216,B2C
217,Customer_217,B2C
218,Customer_218,Enterprise
219,Customer_219,B2B
220,Customer_220,B2B
221,Customer_221,B2B
222,Customer_222,Enterprise
223,Customer_223,B2C
224,Customer_224,B2C
225,Customer_225,B2B
226,Customer_226,B2C
227,Customer_227,B2C
228,Customer_228,Enterprise
229,Customer_229,Enterprise
230,Customer_230,Enterprise
231,Customer_231,Enterprise
232,Customer_232,B2B
233,Customer_233,Enterprise
234,Customer_234,B2C
235,Customer_235,B2B
236,Customer_236,B2C
237,Customer_237,B2C
238,Customer_238,B2C
239,Customer_239,Enterprise
240,Customer_240,Enterprise
241,Customer_241,B2B
242,Customer_242,B2B
243,Customer_243,Enterprise
244,Customer_244,B2C
245,Customer_245,B2B
246,Customer_246,Enterprise
247,Customer_247,Enterprise
248,Customer_248,Enterprise
249,Customer_249,B2C
250,Customer_250,Enterprise
251,Customer_251,Enterprise
252,Customer_252,Enterprise
253,Customer_253,Enterprise
254,Customer_254,B2B
255,Customer_255,B2B
256,Customer_256,Enterprise
257,Customer_257,B2C
258,Customer_258,B2B
259,Customer_259,Enterprise
260,Customer_260,B2B
261,Customer_261,B2B
262,Customer_262,B2C
263,Customer_263,Enterprise
264,Customer_264,Enterprise
265,Customer_265,B2C
266,Customer_266,B2C
267,Customer_267,Enterprise
268,Customer_268,Enterprise
269,Customer_269,B2C
270,Customer_270,B2B
271,Customer_271,B2B
272,Customer_272,B2C
273,Customer_273,B2B
274,Customer_274,B2C
275,Customer_275,B2B
276,Customer_276,B2B
277,Customer_277,Enterprise
278,Customer_278,Enterprise
279,Customer_279,B2B
280,Customer_280,B2B
281,Customer_281,Enterprise
282,Customer_282,Enterprise
283,Customer_283,Enterprise
284,Customer_284,B2C
285,Customer_285,B2B
286,Customer_286,Enterprise
287,Customer_287,B2B
288,Customer_288,B2C
289,Customer_289,B2C
290,Customer_290,Enterprise
291,Customer_291,B2C
292,Customer_292,B2B
293,Customer_293,Enterprise
294,Customer_294,B2B
295,Customer_295,B2B
296,Customer_296,B2C
297,Customer_297,B2C
298,Customer_298,B2C
299,Customer_299,B2C
300,Customer_300,B2C
301,Customer_301,Enterprise
302,Customer_302,B2B
303,Customer_303,B2B
304,Customer_304,B2B
305,Customer_305,B2B
306,Customer_306,B2C
307,Customer_307,B2B
308,Customer_308,Enterprise
309,Customer_309,Enterprise
310,Customer_310,B2B
311,Customer_311,B2B
312,Customer_312,Enterprise
313,Customer_313,Enterprise
314,Customer_314,B2C
315,Customer_315,Enterprise
316,Customer_316,B2C
317,Customer_317,B2C
318,Customer_318,B2C
319,Customer_319,B2C
320,Customer_320,B2C
321,Customer_321,B2B
322,Customer_322,Enterprise
323,Customer_323,B2C
324,Customer_324,Enterprise
325,Customer_325,Enterprise
326,Customer_326,B2C
327,Customer_327,B2B
328,Customer_328,B2C
329,Customer_329,B2B
330,Customer_330,Enterprise
331,Customer_331,B2B
332,Customer_332,B2B
333,Customer_333,B2B
334,Customer_334,Enterprise
335,Customer_335,Enterprise
336,Customer_336,B2B
337,Customer_337,B2B
338,Customer_338,B2C
339,Customer_339,B2B
340,Customer_340,B2C
341,Customer_341,B2B
342,Customer_342,B2C
343,Customer_343,Enterprise
344,Customer_344,B2B
345,Customer_345,B2B
346,Customer_346,B2B
347,Customer_347,B2B
348,Customer_348,B2C
349,Customer_349,B2B
350,Customer_350,Enterprise
351,Customer_351,Enterprise
352,Customer_352,B2B
353,Customer_353,Enterprise
354,Customer_354,B2B
355,Customer_355,B2B
356,Customer_356,Enterprise
357,Customer_357,B2B
358,Customer_358,Enterprise
359,Customer_359,B2C
360,Customer_360,B2B
361,Customer_361,B2C
362,Customer_362,Enterprise
363,Customer_363,B2C
364,Customer_364,B2C
365,Customer_365,Enterprise
366,Customer_366,B2C
367,Customer_367,B2C
368,Customer_368,Enterprise
369,Customer_369,B2C
370,Customer_370,Enterprise
371,Customer_371,B2C
372,Customer_372,Enterprise
373,Customer_373,Enterprise
374,Customer_374,B2C
375,Customer_375,B2C
376,Customer_376,B2C
377,Customer_377,B2B
378,Customer_378,B2B
379,Customer_379,B2B
380,Customer_380,Enterprise
381,Customer_381,B2C
382,Customer_382,Enterprise
383,Customer_383,B2B
384,Customer_384,B2C
385,Customer_385,Enterprise
386,Customer_386,B2C
387,Customer_387,Enterprise
388,Customer_388,B2C
389,Customer_389,B2B
390,Customer_390,B2B
391,Customer_391,B2C
392,Customer_392,Enterprise
393,Customer_393,B2B
394,Customer_394,B2B
395,Customer_395,B2B
396,Customer_396,B2C
397,Customer_397,B2C
398,Customer_398,Enterprise
399,Customer_399,Enterprise
400,Customer_400,Enterprise
401,Customer_401,B2C
402,Customer_402,B2C
403,Customer_403,Enterprise
404,Customer_404,Enterprise
405,Customer_405,B2C
406,Customer_406,Enterprise
407,Customer_407,B2B
408,Customer_408,B2C
409,Customer_409,Enterprise
410,Customer_410,B2C
411,Customer_411,B2B
412,Customer_412,B2C
413,Customer_413,B2C
414,Customer_414,B2C
415,Customer_415,B2C
416,Customer_416,B2B
417,Customer_417,B2C
418,Customer_418,B2C
419,Customer_419,Enterprise
420,Customer_420,B2C
421,Customer_421,Enterprise
422,Customer_422,B2B
423,Customer_423,B2B
424,Customer_424,B2B
425,Customer_425,B2B
426,Customer_426,Enterprise
427,Customer_427,B2C
428,Customer_428,B2B
429,Customer_429,B2C
430,Customer_430,Enterprise
431,Customer_431,Enterprise
432,Customer_432,Enterprise
433,Customer_433,B2B
434,Customer_434,B2C
435,Customer_435,B2C
436,Customer_436,B2C
437,Customer_437,Enterprise
438,Customer_438,B2B
439,Customer_439,Enterprise
440,Customer_440,Enterprise
441,Customer_441,B2C
442,Customer_442,Enterprise
443,Customer_443,B2C
444,Customer_444,B2B
445,Customer_445,B2C
446,Customer_446,B2B
447,Customer_447,B2C
448,Customer_448,Enterprise
449,Customer_449,Enterprise
450,Customer_450,B2B
451,Customer_451,B2B
452,Customer_452,B2B
453,Customer_453,B2C
454,Customer_454,B2C
455,Customer_455,B2B
456,Customer_456,Enterprise
457,Customer_457,B2C
458,Customer_458,B2C
459,Customer_459,B2C
460,Customer_460,B2B
461,Customer_461,B2B
462,Customer_462,B2B
463,Customer_463,B2B
464,Customer_464,B2B
465,Customer_465,Enterprise
466,Customer_466,Enterprise
467,Customer_467,B2B
468,Customer_468,B2C
469,Customer_469,B2B
470,Customer_470,Enterprise
471,Customer_471,Enterprise
472,Customer_472,B2C
473,Customer_473,Enterprise
474,Customer_474,B2B
475,Customer_475,B2C
476,Customer_476,B2B
477,Customer_477,B2B
478,Customer_478,B2C
479,Customer_479,B2B
480,Customer_480,Enterprise
481,Customer_481,B2B
482,Customer_482,B2C
483,Customer_483,B2C
484,Customer_484,B2C
485,Customer_485,B2B
486,Customer_486,B2C
487,Customer_487,B2C
488,Customer_488,B2B
489,Customer_489,Enterprise
490,Customer_490,B2B
491,Customer_491,B2C
492,Customer_492,B2C
493,Customer_493,B2B
494,Customer_494,Enterprise
495,Customer_495,B2C
496,Customer_496,B2C
497,Customer_497,B2C
498,Customer_498,B2B
499,Customer_499,B2C
500,Customer_500,Enterprise
501,Customer_501,B2C
502,Customer_502,B2C
503,Customer_503,Enterprise
504,Customer_504,B2C
505,Customer_505,B2B
506,Customer_506,B2B
507,Customer_507,B2B
508,Customer_508,Enterprise
509,Customer_509,B2C
510,Customer_510,B2B
511,Customer_511,Enterprise
512,Customer_512,B2C
513,Customer_513,Enterprise
514,Customer_514,B2B
515,Customer_515,B2B
516,Customer_516,B2B
517,Customer_517,Enterprise
518,Customer_518,Enterprise
519,Customer_519,B2B
520,Customer_520,Enterprise
521,Customer_521,B2B
522,Customer_522,B2B
523,Customer_523,B2C
524,Customer_524,Enterprise
525,Customer_525,B2B
526,Customer_526,B2B
527,Customer_527,Enterprise
528,Customer_528,B2C
529,Customer_529,B2C
530,Customer_530,B2B
531,Customer_531,Enterprise
532,Customer_532,B2C
533,Customer_533,Enterprise
534,Customer_534,Enterprise
535,Customer_535,B2B
536,Customer_536,B2C
537,Customer_537,B2B
538,Customer_538,B2C
539,Customer_539,B2C
540,Customer_540,B2C
541,Customer_541,B2C
542,Customer_542,B2C
543,Customer_543,Enterprise
544,Customer_544,B2B
545,Customer_545,Enterprise
546,Customer_546,B2C
547,Customer_547,B2B
548,Customer_548,B2C
549,Customer_549,B2B
550,Customer_550,Enterprise
551,Customer_551,B2B
552,Customer_552,B2B
553,Customer_553,B2B
554,Customer_554,B2B
555,Customer_555,B2B
556,Customer_556,B2C
557,Customer_557,B2B
558,Customer_558,B2B
559,Customer_559,Enterprise
560,Customer_560,B2B
561,Customer_561,Enterprise
562,Customer_562,B2C
563,Customer_563,B2B
564,Customer_564,Enterprise
565,Customer_565,Enterprise
566,Customer_566,B2C
567,Customer_567,B2B
568,Customer_568,B2B
569,Customer_569,Enterprise
570,Customer_570,B2B
571,Customer_571,Enterprise
572,Customer_572,B2B
573,Customer_573,Enterprise
574,Customer_574,B2B
575,Customer_575,B2C
576,Customer_576,B2B
577,Customer_577,B2B
578,Customer_578,B2C
579,Customer_579,B2B
580,Customer_580,B2C
581,Customer_581,B2B
582,Customer_582,Enterprise
583,Customer_583,Enterprise
584,Customer_584,B2B
585,Customer_585,B2B
586,Customer_586,B2B
587,Customer_587,Enterprise
588,Customer_588,B2B
589,Customer_589,Enterprise
590,Customer_590,B2C
591,Customer_591,Enterprise
592,Customer_592,Enterprise
593,Customer_593,B2C
594,Customer_594,Enterprise
595,Customer_595,B2B
596,Customer_596,B2B
597,Customer_597,Enterprise
598,Customer_598,B2B
599,Customer_599,Enterprise
600,Customer_600,B2B
601,Customer_601,B2B
602,Customer_602,Enterprise
603,Customer_603,B2B
604,Customer_604,Enterprise
605,Customer_605,B2B
606,Customer_606,B2B
607,Customer_607,B2C
608,Customer_608,B2C
609,Customer_609,Enterprise
610,Customer_610,B2C
611,Customer_611,Enterprise
612,Customer_612,B2C
613,Customer_613,B2B
614,Customer_614,Enterprise
615,Customer_615,Enterprise
616,Customer_616,B2B
617,Customer_617,Enterprise
618,Customer_618,Enterprise
619,Customer_619,B2C
620,Customer_620,Enterprise
621,Customer_621,B2B
622,Customer_622,B2C
623,Customer_623,B2C
624,Customer_624,B2B
625,Customer_625,B2B
626,Customer_626,B2C
627,Customer_627,Enterprise
628,Customer_628,B2C
629,Customer_629,B2B
630,Customer_630,B2C
631,Customer_631,B2B
632,Customer_632,B2C
633,Customer_633,Enterprise
634,Customer_634,B2C
635,Customer_635,B2C
636,Customer_636,B2B
637,Customer_637,B2B
638,Customer_638,B2B
639,Customer_639,B2C
640,Customer_640,Enterprise
641,Customer_641,B2B
642,Customer_642,B2B
643,Customer_643,B2C
644,Customer_644,B2B
645,Customer_645,Enterprise
646,Customer_646,Enterprise
647,Customer_647,B2B
648,Customer_648,B2B
649,Customer_649,B2C
650,Customer_650,Enterprise
651,Customer_651,Enterprise
652,Customer_652,B2B
653,Customer_653,B2C
654,Customer_654,Enterprise
655,Customer_655,Enterprise
656,Customer_656,B2C
657,Customer_657,B2C
658,Customer_658,Enterprise
659,Customer_659,Enterprise
660,Customer_660,B2C
661,Customer_661,Enterprise
662,Customer_662,B2B
663,Customer_663,B2B
664,Customer_664,B2C
665,Customer_665,B2C
666,Customer_666,B2C
667,Customer_667,B2B
668,Customer_668,Enterprise
669,Customer_669,B2B
670,Customer_670,Enterprise
671,Customer_671,B2B
672,Customer_672,Enterprise
673,Customer_673,B2B
674,Customer_674,B2C
675,Customer_675,B2B
676,Customer_676,Enterprise
677,Customer_677,B2B
678,Customer_678,B2B
679,Customer_679,B2B
680,Customer_680,B2C
681,Customer_681,B2B
682,Customer_682,B2C
683,Customer_683,B2C
684,Customer_684,B2B
685,Customer_685,B2B
686,Customer_686,B2B
687,Customer_687,Enterprise
688,Customer_688,B2B
689,Customer_689,B2C
690,Customer_690,B2B
691,Customer_691,Enterprise
692,Customer_692,B2B
693,Customer_693,Enterprise
694,Customer_694,Enterprise
695,Customer_695,B2B
696,Customer_696,B2C
697,Customer_697,Enterprise
698,Customer_698,B2B
699,Customer_699,B2B
700,Customer_700,B2C
701,Customer_701,Enterprise
702,Customer_702,Enterprise
703,Customer_703,B2B
704,Customer_704,B2B
705,Customer_705,B2C
706,Customer_706,B2C
707,Customer_707,Enterprise
708,Customer_708,Enterprise
709,Customer_709,B2B
710,Customer_710,Enterprise
711,Customer_711,B2C
712,Customer_712,B2C
713,Customer_713,B2B
714,Customer_714,B2C
715,Customer_715,B2C
716,Customer_716,B2C
717,Customer_717,B2C
718,Customer_718,B2B
719,Customer_719,B2B
720,Customer_720,Enterprise
721,Customer_721,B2C
722,Customer_722,Enterprise
723,Customer_723,B2B
724,Customer_724,B2B
725,Customer_725,B2B
726,Customer_726,B2B
727,Customer_727,B2B
728,Customer_728,B2B
729,Customer_729,B2B
730,Customer_730,B2C
731,Customer_731,Enterprise
732,Customer_732,B2B
733,Customer_733,B2C
734,Customer_734,B2C
735,Customer_735,Enterprise
736,Customer_736,B2B
737,Customer_737,Enterprise
738,Customer_738,B2B
739,Customer_739,B2C
740,Customer_740,B2C
741,Customer_741,B2C
742,Customer_742,B2C
743,Customer_743,Enterprise
744,Customer_744,B2B
745,Customer_745,B2B
746,Customer_746,Enterprise
747,Customer_747,B2B
748,Customer_748,B2C
749,Customer_749,B2B
750,Customer_750,B2C
751,Customer_751,Enterprise
752,Customer_752,B2B
753,Customer_753,Enterprise
754,Customer_754,B2B
755,Customer_755,B2C
756,Customer_756,Enterprise
757,Customer_757,B2B
758,Customer_758,B2C
759,Customer_759,Enterprise
760,Customer_760,Enterprise
761,Customer_761,B2B
762,Customer_762,B2B
763,Customer_763,B2B
764,Customer_764,B2C
765,Customer_765,B2B
766,Customer_766,Enterprise
767,Customer_767,Enterprise
768,Customer_768,B2B
769,Customer_769,B2B
770,Customer_770,Enterprise
771,Customer_771,B2C
772,Customer_772,B2B
773,Customer_773,B2B
774,Customer_774,Enterprise
775,Customer_775,B2B
776,Customer_776,B2C
777,Customer_777,Enterprise
778,Customer_778,B2B
779,Customer_779,Enterprise
780,Customer_780,B2B
781,Customer_781,B2B
782,Customer_782,B2B
783,Customer_783,B2C
784,Customer_784,B2C
785,Customer_785,Enterprise
786,Customer_786,B2B
787,Customer_787,B2B
788,Customer_788,B2C
789,Customer_789,B2B
790,Customer_790,B2C
791,Customer_791,B2B
792,Customer_792,Enterprise
793,Customer_793,B2B
794,Customer_794,B2B
795,Customer_795,B2C
796,Customer_796,B2B
797,Customer_797,B2B
798,Customer_798,B2C
799,Customer_799,Enterprise
800,Customer_800,Enterprise
801,Customer_801,B2C
802,Customer_802,B2C
803,Customer_803,B2C
804,Customer_804,B2C
805,Customer_805,B2C
806,Customer_806,Enterprise
807,Customer_807,Enterprise
808,Customer_808,B2C
809,Customer_809,B2B
810,Customer_810,B2C
811,Customer_811,B2B
812,Customer_812,B2C
813,Customer_813,B2C
814,Customer_814,Enterprise
815,Customer_815,B2B
816,Customer_816,B2B
817,Customer_817,Enterprise
818,Customer_818,Enterprise
819,Customer_819,Enterprise
820,Customer_820,Enterprise
821,Customer_821,B2B
822,Customer_822,B2B
823,Customer_823,B2C
824,Customer_824,B2C
825,Customer_825,Enterprise
826,Customer_826,Enterprise
827,Customer_827,Enterprise
828,Customer_828,B2C
829,Customer_829,B2C
830,Customer_830,B2C
831,Customer_831,B2C
832,Customer_832,B2C
833,Customer_833,B2C
834,Customer_834,B2C
835,Customer_835,Enterprise
836,Customer_836,Enterprise
837,Customer_837,Enterprise
838,Customer_838,Enterprise
839,Customer_839,B2C
840,Customer_840,B2B
841,Customer_841,B2C
842,Customer_842,B2B
843,Customer_843,Enterprise
844,Customer_844,B2C
845,Customer_845,Enterprise
846,Customer_846,B2C
847,Customer_847,Enterprise
848,Customer_848,B2B
849,Customer_849,B2B
850,Customer_850,B2B
851,Customer_851,B2C
852,Customer_852,B2B
853,Customer_853,B2C
854,Customer_854,B2B
855,Customer_855,B2B
856,Customer_856,B2C
857,Customer_857,B2C
858,Customer_858,B2B
859,Customer_859,B2C
860,Customer_860,B2B
861,Customer_861,B2C
862,Customer_862,Enterprise
863,Customer_863,Enterprise
864,Customer_864,Enterprise
865,Customer_865,Enterprise
866,Customer_866,Enterprise
867,Customer_867,B2B
868,Customer_868,Enterprise
869,Customer_869,Enterprise
870,Customer_870,Enterprise
871,Customer_871,Enterprise
872,Customer_872,B2C
873,Customer_873,B2B
874,Customer_874,Enterprise
875,Customer_875,Enterprise
876,Customer_876,Enterprise
877,Customer_877,B2B
878,Customer_878,B2C
879,Customer_879,B2B
880,Customer_880,B2C
881,Customer_881,Enterprise
882,Customer_882,Enterprise
883,Customer_883,B2B
884,Customer_884,B2B
885,Customer_885,B2C
886,Customer_886,B2C
887,Customer_887,B2B
888,Customer_888,B2C
889,Customer_889,B2B
890,Customer_890,B2C
891,Customer_891,B2B
892,Customer_892,B2B
893,Customer_893,B2B
894,Customer_894,B2C
895,Customer_895,B2C
896,Customer_896,B2C
897,Customer_897,B2B
898,Customer_898,B2C
899,Customer_899,B2C
900,Customer_900,B2B
901,Customer_901,Enterprise
902,Customer_902,B2B
903,Customer_903,B2C
904,Customer_904,B2B
905,Customer_905,Enterprise
906,Customer_906,B2B
907,Customer_907,B2C
908,Customer_908,Enterprise
909,Customer_909,B2C
910,Customer_910,Enterprise
911,Customer_911,Enterprise
912,Customer_912,B2B
913,Customer_913,B2B
914,Customer_914,B2C
915,Customer_915,B2B
916,Customer_916,B2B
917,Customer_917,Enterprise
918,Customer_918,B2B
919,Customer_919,Enterprise
920,Customer_920,Enterprise
921,Customer_921,Enterprise
922,Customer_922,B2C
923,Customer_923,B2C
924,Customer_924,B2C
925,Customer_925,Enterprise
926,Customer_926,B2C
927,Customer_927,B2C
928,Customer_928,B2B
929,Customer_929,B2C
930,Customer_930,B2C
931,Customer_931,Enterprise
932,Customer_932,Enterprise
933,Customer_933,Enterprise
934,Customer_934,Enterprise
935,Customer_935,Enterprise
936,Customer_936,Enterprise
937,Customer_937,B2C
938,Customer_938,Enterprise
939,Customer_939,Enterprise
940,Customer_940,B2B
941,Customer_941,B2C
942,Customer_942,B2C
943,Customer_943,B2C
944,Customer_944,Enterprise
945,Customer_945,Enterprise
946,Customer_946,Enterprise
947,Customer_947,B2B
948,Customer_948,Enterprise
949,Customer_949,B2B
950,Customer_950,B2C
951,Customer_951,Enterprise
952,Customer_952,B2B
953,Customer_953,B2B
954,Customer_954,Enterprise
955,Customer_955,B2C
956,Customer_956,B2C
957,Customer_957,B2C
958,Customer_958,B2B
959,Customer_959,B2B
960,Customer_960,B2B
961,Customer_961,B2B
962,Customer_962,B2C
963,Customer_963,Enterprise
964,Customer_964,B2B
965,Customer_965,B2B
966,Customer_966,B2C
967,Customer_967,Enterprise
968,Customer_968,Enterprise
969,Customer_969,B2C
970,Customer_970,B2C
971,Customer_971,Enterprise
972,Customer_972,B2B
973,Customer_973,Enterprise
974,Customer_974,B2C
975,Customer_975,B2B
976,Customer_976,B2B
977,Customer_977,B2C
978,Customer_978,B2C
979,Customer_979,B2C
980,Customer_980,Enterprise
981,Customer_981,Enterprise
982,Customer_982,B2B
983,Customer_983,B2C
984,Customer_984,B2B
985,Customer_985,B2B
986,Customer_986,B2B
987,Customer_987,B2B
988,Customer_988,B2C
989,Customer_989,B2B
990,Customer_990,B2C
991,Customer_991,B2C
992,Customer_992,Enterprise
993,Customer_993,B2C
994,Customer_994,Enterprise
995,Customer_995,B2C
996,Customer_996,B2C
997,Customer_997,B2C
998,Customer_998,Enterprise
999,Customer_999,Enterprise
1000,Customer_1000,B2B
