order_id,customer_id,amount,order_date
261,736,207.32,2025-01-11 20:00:00
262,141,339.53,2025-01-11 21:00:00
263,215,344.27,2025-01-11 22:00:00
264,435,164.47,2025-01-11 23:00:00
265,723,75.27,2025-01-12 00:00:00
266,318,319.87,2025-01-12 01:00:00
267,32,72.88,2025-01-12 02:00:00
268,670,293.46,2025-01-12 03:00:00
269,285,349.78,2025-01-12 04:00:00
270,305,353.3,2025-01-12 05:00:00
271,429,379.2,2025-01-12 06:00:00
272,477,437.7,2025-01-12 07:00:00
273,286,254.98,2025-01-12 08:00:00
274,144,367.82,2025-01-12 09:00:00
275,424,313.39,2025-01-12 10:00:00
276,19,101.45,2025-01-12 11:00:00
277,18,22.59,2025-01-12 12:00:00
278,769,149.43,2025-01-12 13:00:00
279,590,227.09,2025-01-12 14:00:00
280,371,312.38,2025-01-12 15:00:00
281,175,426.48,2025-01-12 16:00:00
282,194,106.16,2025-01-12 17:00:00
283,502,71.52,2025-01-12 18:00:00
284,113,482.11,2025-01-12 19:00:00
285,114,62.94,2025-01-12 20:00:00
286,222,244.46,2025-01-12 21:00:00
287,678,296.93,2025-01-12 22:00:00
288,644,275.27,2025-01-12 23:00:00
289,264,52.16,2025-01-13 00:00:00
290,55,37.94,2025-01-13 01:00:00
291,643,61.69,2025-01-13 02:00:00
292,800,296.94,2025-01-13 03:00:00
293,778,276.73,2025-01-13 04:00:00
294,458,124.53,2025-01-13 05:00:00
295,162,322.51,2025-01-13 06:00:00
296,380,411.83,2025-01-13 07:00:00
297,87,30.37,2025-01-13 08:00:00
298,55,254.08,2025-01-13 09:00:00
299,476,347.76,2025-01-13 10:00:00
300,800,133.63,2025-01-13 11:00:00
301,178,160.81,2025-01-13 12:00:00
302,391,310.68,2025-01-13 13:00:00
303,349,449.99,2025-01-13 14:00:00
304,8,406.86,2025-01-13 15:00:00
305,313,295.73,2025-01-13 16:00:00
306,759,367.81,2025-01-13 17:00:00
307,443,188.76,2025-01-13 18:00:00
308,767,324.07,2025-01-13 19:00:00
309,328,238.43,2025-01-13 20:00:00
310,54,103.07,2025-01-13 21:00:00
311,761,353.85,2025-01-13 22:00:00
312,239,282.67,2025-01-13 23:00:00
313,229,185.72,2025-01-14 00:00:00
314,579,456.56,2025-01-14 01:00:00
315,51,20.26,2025-01-14 02:00:00
316,609,164.73,2025-01-14 03:00:00
317,604,37.87,2025-01-14 04:00:00
318,264,385.6,2025-01-14 05:00:00
319,418,354.03,2025-01-14 06:00:00
320,96,172.36,2025-01-14 07:00:00
321,88,341.07,2025-01-14 08:00:00
322,78,204.01,2025-01-14 09:00:00
323,288,380.56,2025-01-14 10:00:00
324,120,232.55,2025-01-14 11:00:00
325,491,212.02,2025-01-14 12:00:00
326,452,468.02,2025-01-14 13:00:00
327,500,132.93,2025-01-14 14:00:00
328,165,69.02,2025-01-14 15:00:00
329,182,296.43,2025-01-14 16:00:00
330,469,484.97,2025-01-14 17:00:00
331,735,195.14,2025-01-14 18:00:00
332,7,40.4,2025-01-14 19:00:00
333,330,176.26,2025-01-14 20:00:00
334,775,257.91,2025-01-14 21:00:00
335,673,89.34,2025-01-14 22:00:00
336,151,332.47,2025-01-14 23:00:00
337,85,498.9,2025-01-15 00:00:00
338,147,231.35,2025-01-15 01:00:00
339,624,183.82,2025-01-15 02:00:00
340,381,206.35,2025-01-15 03:00:00
341,548,66.42,2025-01-15 04:00:00
342,285,442.8,2025-01-15 05:00:00
343,700,213.26,2025-01-15 06:00:00
344,82,199.76,2025-01-15 07:00:00
345,514,333.25,2025-01-15 08:00:00
346,709,226.6,2025-01-15 09:00:00
347,523,327.63,2025-01-15 10:00:00
348,746,40.11,2025-01-15 11:00:00
349,386,408.72,2025-01-15 12:00:00
350,707,470.85,2025-01-15 13:00:00
351,471,327.9,2025-01-15 14:00:00
352,119,477.74,2025-01-15 15:00:00
353,396,84.2,2025-01-15 16:00:00
354,532,243.93,2025-01-15 17:00:00
355,261,304.89,2025-01-15 18:00:00
356,256,295.05,2025-01-15 19:00:00
357,734,206.72,2025-01-15 20:00:00
358,226,175.66,2025-01-15 21:00:00
359,53,72.14,2025-01-15 22:00:00
360,500,201.95,2025-01-15 23:00:00
361,506,89.7,2025-01-16 00:00:00
362,364,369.84,2025-01-16 01:00:00
363,280,112.33,2025-01-16 02:00:00
364,593,38.7,2025-01-16 03:00:00
365,714,280.66,2025-01-16 04:00:00
366,158,301.66,2025-01-16 05:00:00
367,632,437.24,2025-01-16 06:00:00
368,59,292.72,2025-01-16 07:00:00
369,727,179.29,2025-01-16 08:00:00
370,128,403.48,2025-01-16 09:00:00
371,736,274.74,2025-01-16 10:00:00
372,721,48.85,2025-01-16 11:00:00
373,115,287.27,2025-01-16 12:00:00
374,209,454.93,2025-01-16 13:00:00
375,526,204.19,2025-01-16 14:00:00
376,521,155.2,2025-01-16 15:00:00
377,552,80.3,2025-01-16 16:00:00
378,237,84.21,2025-01-16 17:00:00
379,281,222.06,2025-01-16 18:00:00
380,359,301.88,2025-01-16 19:00:00
381,201,49.5,2025-01-16 20:00:00
382,758,470.39,2025-01-16 21:00:00
383,278,380.02,2025-01-16 22:00:00
384,235,297.45,2025-01-16 23:00:00
385,494,415.93,2025-01-17 00:00:00
386,4,49.29,2025-01-17 01:00:00
387,666,243.65,2025-01-17 02:00:00
388,442,318.75,2025-01-17 03:00:00
389,29,416.04,2025-01-17 04:00:00
390,109,393.9,2025-01-17 05:00:00
391,610,145.76,2025-01-17 06:00:00
392,727,471.03,2025-01-17 07:00:00
393,75,70.93,2025-01-17 08:00:00
394,146,438.82,2025-01-17 09:00:00
395,128,485.76,2025-01-17 10:00:00
396,42,96.81,2025-01-17 11:00:00
397,356,363.81,2025-01-17 12:00:00
398,41,29.74,2025-01-17 13:00:00
399,34,208.66,2025-01-17 14:00:00
400,17,262.98,2025-01-17 15:00:00
401,677,294.52,2025-01-17 16:00:00
402,153,468.61,2025-01-17 17:00:00
403,378,339.4,2025-01-17 18:00:00
404,588,245.83,2025-01-17 19:00:00
405,599,406.74,2025-01-17 20:00:00
406,629,475.76,2025-01-17 21:00:00
407,342,20.81,2025-01-17 22:00:00
408,27,491.44,2025-01-17 23:00:00
409,287,52.2,2025-01-18 00:00:00
410,646,409.05,2025-01-18 01:00:00
411,731,147.36,2025-01-18 02:00:00
412,168,74.77,2025-01-18 03:00:00
413,610,225.53,2025-01-18 04:00:00
414,268,325.54,2025-01-18 05:00:00
415,749,196.67,2025-01-18 06:00:00
416,455,36.74,2025-01-18 07:00:00
417,685,303.74,2025-01-18 08:00:00
418,401,452.18,2025-01-18 09:00:00
419,476,197.78,2025-01-18 10:00:00
420,702,116.0,2025-01-18 11:00:00
421,634,226.86,2025-01-18 12:00:00
422,558,33.7,2025-01-18 13:00:00
423,576,412.04,2025-01-18 14:00:00
424,130,414.91,2025-01-18 15:00:00
425,363,298.12,2025-01-18 16:00:00
426,705,183.02,2025-01-18 17:00:00
427,693,401.89,2025-01-18 18:00:00
428,292,281.8,2025-01-18 19:00:00
429,371,414.71,2025-01-18 20:00:00
430,794,319.41,2025-01-18 21:00:00
431,29,394.36,2025-01-18 22:00:00
432,149,303.3,2025-01-18 23:00:00
433,779,212.93,2025-01-19 00:00:00
434,296,479.39,2025-01-19 01:00:00
435,11,275.15,2025-01-19 02:00:00
436,512,306.49,2025-01-19 03:00:00
437,676,118.04,2025-01-19 04:00:00
438,113,316.57,2025-01-19 05:00:00
439,187,290.09,2025-01-19 06:00:00
440,744,100.57,2025-01-19 07:00:00
441,227,39.2,2025-01-19 08:00:00
442,310,306.14,2025-01-19 09:00:00
443,98,384.21,2025-01-19 10:00:00
444,55,266.47,2025-01-19 11:00:00
445,623,121.12,2025-01-19 12:00:00
446,664,336.6,2025-01-19 13:00:00
447,758,49.25,2025-01-19 14:00:00
448,406,226.5,2025-01-19 15:00:00
449,69,90.05,2025-01-19 16:00:00
450,312,100.38,2025-01-19 17:00:00
451,289,109.12,2025-01-19 18:00:00
452,762,199.49,2025-01-19 19:00:00
453,548,35.06,2025-01-19 20:00:00
454,751,204.92,2025-01-19 21:00:00
455,148,260.74,2025-01-19 22:00:00
456,467,246.81,2025-01-19 23:00:00
457,739,197.56,2025-01-20 00:00:00
458,244,421.18,2025-01-20 01:00:00
459,491,81.21,2025-01-20 02:00:00
460,507,257.79,2025-01-20 03:00:00
461,365,40.4,2025-01-20 04:00:00
462,482,44.87,2025-01-20 05:00:00
463,201,291.19,2025-01-20 06:00:00
464,154,287.35,2025-01-20 07:00:00
465,450,440.24,2025-01-20 08:00:00
466,501,283.36,2025-01-20 09:00:00
467,73,480.3,2025-01-20 10:00:00
468,713,33.86,2025-01-20 11:00:00
469,296,58.02,2025-01-20 12:00:00
470,17,31.59,2025-01-20 13:00:00
471,641,100.79,2025-01-20 14:00:00
472,217,275.22,2025-01-20 15:00:00
473,61,326.33,2025-01-20 16:00:00
474,616,32.34,2025-01-20 17:00:00
475,42,473.53,2025-01-20 18:00:00
476,25,422.66,2025-01-20 19:00:00
477,39,155.34,2025-01-20 20:00:00
478,131,47.82,2025-01-20 21:00:00
479,498,93.24,2025-01-20 22:00:00
480,229,72.2,2025-01-20 23:00:00
481,108,70.41,2025-01-21 00:00:00
482,172,264.1,2025-01-21 01:00:00
483,435,130.47,2025-01-21 02:00:00
484,478,185.49,2025-01-21 03:00:00
485,102,494.86,2025-01-21 04:00:00
486,524,345.31,2025-01-21 05:00:00
487,275,475.0,2025-01-21 06:00:00
488,613,79.85,2025-01-21 07:00:00
489,44,197.25,2025-01-21 08:00:00
490,17,281.82,2025-01-21 09:00:00
491,330,47.61,2025-01-21 10:00:00
492,569,12.05,2025-01-21 11:00:00
493,497,338.51,2025-01-21 12:00:00
494,12,324.49,2025-01-21 13:00:00
495,318,211.29,2025-01-21 14:00:00
496,592,249.93,2025-01-21 15:00:00
497,216,213.57,2025-01-21 16:00:00
498,339,21.76,2025-01-21 17:00:00
499,776,174.33,2025-01-21 18:00:00
500,661,96.77,2025-01-21 19:00:00
501,81,58.23,2025-01-21 20:00:00
502,727,478.79,2025-01-21 21:00:00
503,485,303.69,2025-01-21 22:00:00
504,374,367.04,2025-01-21 23:00:00
505,710,164.53,2025-01-22 00:00:00
506,200,202.64,2025-01-22 01:00:00
507,537,126.09,2025-01-22 02:00:00
508,466,57.51,2025-01-22 03:00:00
509,89,97.73,2025-01-22 04:00:00
510,268,400.78,2025-01-22 05:00:00
511,655,342.0,2025-01-22 06:00:00
512,571,278.0,2025-01-22 07:00:00
513,489,242.79,2025-01-22 08:00:00
514,538,461.99,2025-01-22 09:00:00
515,47,45.64,2025-01-22 10:00:00
516,288,147.49,2025-01-22 11:00:00
517,778,181.47,2025-01-22 12:00:00
518,16,393.39,2025-01-22 13:00:00
519,711,496.33,2025-01-22 14:00:00
520,401,127.93,2025-01-22 15:00:00
521,794,438.41,2025-01-22 16:00:00
522,86,417.01,2025-01-22 17:00:00
523,250,120.08,2025-01-22 18:00:00
524,391,205.67,2025-01-22 19:00:00
525,782,210.74,2025-01-22 20:00:00
526,335,489.33,2025-01-22 21:00:00
527,629,98.64,2025-01-22 22:00:00
528,519,401.59,2025-01-22 23:00:00
529,137,173.75,2025-01-23 00:00:00
530,688,368.13,2025-01-23 01:00:00
531,498,215.81,2025-01-23 02:00:00
532,727,293.4,2025-01-23 03:00:00
533,477,417.98,2025-01-23 04:00:00
534,594,404.04,2025-01-23 05:00:00
535,223,434.55,2025-01-23 06:00:00
536,372,39.21,2025-01-23 07:00:00
537,402,349.1,2025-01-23 08:00:00
538,443,78.59,2025-01-23 09:00:00
539,490,213.75,2025-01-23 10:00:00
540,615,278.81,2025-01-23 11:00:00
541,273,207.34,2025-01-23 12:00:00
542,526,264.61,2025-01-23 13:00:00
543,159,498.3,2025-01-23 14:00:00
544,152,76.26,2025-01-23 15:00:00
545,620,340.97,2025-01-23 16:00:00
546,188,204.04,2025-01-23 17:00:00
547,98,75.17,2025-01-23 18:00:00
548,131,87.78,2025-01-23 19:00:00
549,171,475.14,2025-01-23 20:00:00
550,183,441.0,2025-01-23 21:00:00
551,364,454.45,2025-01-23 22:00:00
552,39,495.85,2025-01-23 23:00:00
553,527,112.07,2025-01-24 00:00:00
554,497,184.17,2025-01-24 01:00:00
555,516,337.92,2025-01-24 02:00:00
556,349,247.06,2025-01-24 03:00:00
557,397,215.01,2025-01-24 04:00:00
558,722,185.33,2025-01-24 05:00:00
559,161,300.95,2025-01-24 06:00:00
560,16,292.04,2025-01-24 07:00:00
561,493,89.11,2025-01-24 08:00:00
562,426,241.15,2025-01-24 09:00:00
563,108,281.2,2025-01-24 10:00:00
564,450,289.44,2025-01-24 11:00:00
565,311,112.95,2025-01-24 12:00:00
566,739,373.71,2025-01-24 13:00:00
567,170,22.35,2025-01-24 14:00:00
568,546,183.87,2025-01-24 15:00:00
569,414,392.3,2025-01-24 16:00:00
570,251,286.31,2025-01-24 17:00:00
571,759,137.97,2025-01-24 18:00:00
572,781,350.53,2025-01-24 19:00:00
573,141,288.02,2025-01-24 20:00:00
574,274,400.16,2025-01-24 21:00:00
575,416,370.16,2025-01-24 22:00:00
576,608,308.95,2025-01-24 23:00:00
577,739,249.21,2025-01-25 00:00:00
578,39,75.26,2025-01-25 01:00:00
579,29,138.05,2025-01-25 02:00:00
580,477,215.36,2025-01-25 03:00:00
581,318,303.66,2025-01-25 04:00:00
582,245,261.72,2025-01-25 05:00:00
583,748,151.21,2025-01-25 06:00:00
584,697,13.17,2025-01-25 07:00:00
585,272,253.16,2025-01-25 08:00:00
586,440,149.96,2025-01-25 09:00:00
587,748,369.96,2025-01-25 10:00:00
588,239,21.73,2025-01-25 11:00:00
589,377,296.57,2025-01-25 12:00:00
590,266,471.32,2025-01-25 13:00:00
591,359,95.46,2025-01-25 14:00:00
592,340,241.11,2025-01-25 15:00:00
593,389,54.8,2025-01-25 16:00:00
594,577,316.58,2025-01-25 17:00:00
595,689,279.76,2025-01-25 18:00:00
596,3,209.61,2025-01-25 19:00:00
597,429,265.47,2025-01-25 20:00:00
598,142,449.32,2025-01-25 21:00:00
599,376,106.18,2025-01-25 22:00:00
600,670,21.06,2025-01-25 23:00:00
601,324,432.22,2025-01-26 00:00:00
602,146,292.79,2025-01-26 01:00:00
603,293,446.42,2025-01-26 02:00:00
604,665,302.5,2025-01-26 03:00:00
605,432,406.98,2025-01-26 04:00:00
606,705,220.54,2025-01-26 05:00:00
607,585,377.43,2025-01-26 06:00:00
608,399,457.39,2025-01-26 07:00:00
609,344,290.34,2025-01-26 08:00:00
610,140,98.58,2025-01-26 09:00:00
611,187,141.71,2025-01-26 10:00:00
612,61,107.34,2025-01-26 11:00:00
613,380,130.96,2025-01-26 12:00:00
614,710,160.14,2025-01-26 13:00:00
615,440,282.02,2025-01-26 14:00:00
616,319,298.12,2025-01-26 15:00:00
617,302,218.98,2025-01-26 16:00:00
618,344,311.56,2025-01-26 17:00:00
619,11,49.97,2025-01-26 18:00:00
620,62,53.02,2025-01-26 19:00:00
621,226,94.2,2025-01-26 20:00:00
622,153,263.86,2025-01-26 21:00:00
623,711,114.86,2025-01-26 22:00:00
624,564,148.81,2025-01-26 23:00:00
625,772,206.15,2025-01-27 00:00:00
626,571,407.81,2025-01-27 01:00:00
627,584,16.79,2025-01-27 02:00:00
628,660,328.2,2025-01-27 03:00:00
629,575,337.75,2025-01-27 04:00:00
630,310,401.34,2025-01-27 05:00:00
631,243,467.05,2025-01-27 06:00:00
632,493,19.87,2025-01-27 07:00:00
633,366,85.35,2025-01-27 08:00:00
634,330,444.22,2025-01-27 09:00:00
635,107,234.67,2025-01-27 10:00:00
636,226,286.65,2025-01-27 11:00:00
637,218,334.88,2025-01-27 12:00:00
638,753,342.74,2025-01-27 13:00:00
639,506,466.55,2025-01-27 14:00:00
640,259,498.51,2025-01-27 15:00:00
641,774,362.88,2025-01-27 16:00:00
642,517,150.74,2025-01-27 17:00:00
643,773,441.08,2025-01-27 18:00:00
644,54,34.12,2025-01-27 19:00:00
645,47,123.23,2025-01-27 20:00:00
646,727,449.72,2025-01-27 21:00:00
647,689,135.53,2025-01-27 22:00:00
648,521,118.12,2025-01-27 23:00:00
649,99,77.68,2025-01-28 00:00:00
650,20,430.96,2025-01-28 01:00:00
651,753,255.03,2025-01-28 02:00:00
652,573,340.7,2025-01-28 03:00:00
653,490,127.14,2025-01-28 04:00:00
654,419,381.44,2025-01-28 05:00:00
655,690,382.4,2025-01-28 06:00:00
656,62,163.17,2025-01-28 07:00:00
657,145,211.23,2025-01-28 08:00:00
658,216,112.75,2025-01-28 09:00:00
659,3,488.51,2025-01-28 10:00:00
660,160,326.35,2025-01-28 11:00:00
661,739,467.93,2025-01-28 12:00:00
662,781,158.66,2025-01-28 13:00:00
663,120,393.13,2025-01-28 14:00:00
664,89,385.27,2025-01-28 15:00:00
665,329,348.91,2025-01-28 16:00:00
