customer_id,name,segment,order_id,amount,order_date
12,Customer_12,Enterprise,1133.0,101.03,2025-02-17 04:00:00
12,Customer_12,Enterprise,1254.0,26.87,2025-02-22 05:00:00
12,Customer_12,Enterprise,1454.0,393.07,2025-03-02 13:00:00
12,Customer_12,Enterprise,1513.0,341.67,2025-03-05 00:00:00
12,Customer_12,Enterprise,1561.0,407.7,2025-03-07 00:00:00
12,Customer_12,Enterprise,1895.0,44.33,2025-03-20 22:00:00
12,Customer_12,Enterprise,2950.0,479.41,2025-05-03 21:00:00
12,Customer_12,Enterprise,3124.0,83.8,2025-05-11 03:00:00
12,Customer_12,Enterprise,3594.0,65.3,2025-05-30 17:00:00
13,Customer_13,B2B,52.0,276.66,2025-01-03 03:00:00
13,Customer_13,B2B,1647.0,351.38,2025-03-10 14:00:00
13,Customer_13,B2B,1887.0,177.69,2025-03-20 14:00:00
13,Customer_13,B2B,2809.0,481.16,2025-04-28 00:00:00
13,Customer_13,B2B,2895.0,243.8,2025-05-01 14:00:00
13,Customer_13,B2B,3003.0,113.04,2025-05-06 02:00:00
13,Customer_13,B2B,3030.0,19.86,2025-05-07 05:00:00
13,Customer_13,B2B,4330.0,400.92,2025-06-30 09:00:00
13,Customer_13,B2B,4410.0,237.65,2025-07-03 17:00:00
13,Customer_13,B2B,4581.0,218.0,2025-07-10 20:00:00
13,Customer_13,B2B,4889.0,29.85,2025-07-23 16:00:00
14,Customer_14,Enterprise,977.0,82.11,2025-02-10 16:00:00
14,Customer_14,Enterprise,1065.0,279.82,2025-02-14 08:00:00
14,Customer_14,Enterprise,1897.0,68.99,2025-03-21 00:00:00
14,Customer_14,Enterprise,2936.0,170.23,2025-05-03 07:00:00
14,Customer_14,Enterprise,4281.0,103.73,2025-06-28 08:00:00
15,Customer_15,B2C,124.0,313.5,2025-01-06 03:00:00
15,Customer_15,B2C,148.0,489.78,2025-01-07 03:00:00
15,Customer_15,B2C,3217.0,434.76,2025-05-15 00:00:00
16,Customer_16,B2B,518.0,393.39,2025-01-22 13:00:00
16,Customer_16,B2B,560.0,292.04,2025-01-24 07:00:00
16,Customer_16,B2B,2217.0,211.14,2025-04-03 08:00:00
16,Customer_16,B2B,2391.0,187.27,2025-04-10 14:00:00
17,Customer_17,B2C,400.0,262.98,2025-01-17 15:00:00
17,Customer_17,B2C,470.0,31.59,2025-01-20 13:00:00
17,Customer_17,B2C,490.0,281.82,2025-01-21 09:00:00
17,Customer_17,B2C,760.0,319.37,2025-02-01 15:00:00
17,Customer_17,B2C,786.0,216.87,2025-02-02 17:00:00
17,Customer_17,B2C,1687.0,436.15,2025-03-12 06:00:00
17,Customer_17,B2C,1726.0,144.36,2025-03-13 21:00:00
17,Customer_17,B2C,3085.0,181.81,2025-05-09 12:00:00
17,Customer_17,B2C,3347.0,103.83,2025-05-20 10:00:00
17,Customer_17,B2C,3643.0,65.56,2025-06-01 18:00:00
17,Customer_17,B2C,3982.0,118.36,2025-06-15 21:00:00
18,Customer_18,B2C,277.0,22.59,2025-01-12 12:00:00
18,Customer_18,B2C,3926.0,311.13,2025-06-13 13:00:00
18,Customer_18,B2C,4481.0,254.53,2025-07-06 16:00:00
19,Customer_19,B2C,276.0,101.45,2025-01-12 11:00:00
19,Customer_19,B2C,1215.0,482.21,2025-02-20 14:00:00
19,Customer_19,B2C,1856.0,193.91,2025-03-19 07:00:00
19,Customer_19,B2C,1958.0,337.94,2025-03-23 13:00:00
19,Customer_19,B2C,2518.0,66.22,2025-04-15 21:00:00
19,Customer_19,B2C,2835.0,10.7,2025-04-29 02:00:00
19,Customer_19,B2C,3267.0,300.36,2025-05-17 02:00:00
19,Customer_19,B2C,3611.0,51.48,2025-05-31 10:00:00
19,Customer_19,B2C,3963.0,279.31,2025-06-15 02:00:00
19,Customer_19,B2C,4256.0,151.19,2025-06-27 07:00:00
19,Customer_19,B2C,4893.0,424.41,2025-07-23 20:00:00
20,Customer_20,B2C,650.0,430.96,2025-01-28 01:00:00
20,Customer_20,B2C,1120.0,462.08,2025-02-16 15:00:00
20,Customer_20,B2C,1902.0,228.48,2025-03-21 05:00:00
20,Customer_20,B2C,1914.0,221.71,2025-03-21 17:00:00
20,Customer_20,B2C,1926.0,125.87,2025-03-22 05:00:00
20,Customer_20,B2C,2764.0,161.59,2025-04-26 03:00:00
20,Customer_20,B2C,3677.0,112.61,2025-06-03 04:00:00
21,Customer_21,B2B,838.0,391.24,2025-02-04 21:00:00
21,Customer_21,B2B,1046.0,115.86,2025-02-13 13:00:00
21,Customer_21,B2B,1267.0,341.54,2025-02-22 18:00:00
21,Customer_21,B2B,1681.0,141.39,2025-03-12 00:00:00
21,Customer_21,B2B,2077.0,256.58,2025-03-28 12:00:00
21,Customer_21,B2B,3856.0,22.61,2025-06-10 15:00:00
22,Customer_22,B2B,790.0,327.89,2025-02-02 21:00:00
22,Customer_22,B2B,830.0,403.18,2025-02-04 13:00:00
22,Customer_22,B2B,972.0,37.31,2025-02-10 11:00:00
22,Customer_22,B2B,2115.0,323.21,2025-03-30 02:00:00
22,Customer_22,B2B,2816.0,285.95,2025-04-28 07:00:00
22,Customer_22,B2B,2941.0,45.23,2025-05-03 12:00:00
22,Customer_22,B2B,3470.0,217.67,2025-05-25 13:00:00
22,Customer_22,B2B,3579.0,114.3,2025-05-30 02:00:00
22,Customer_22,B2B,3669.0,265.71,2025-06-02 20:00:00
22,Customer_22,B2B,4838.0,170.51,2025-07-21 13:00:00
23,Customer_23,B2C,106.0,413.93,2025-01-05 09:00:00
23,Customer_23,B2C,171.0,369.73,2025-01-08 02:00:00
23,Customer_23,B2C,1857.0,317.11,2025-03-19 08:00:00
23,Customer_23,B2C,2619.0,235.37,2025-04-20 02:00:00
23,Customer_23,B2C,2925.0,455.63,2025-05-02 20:00:00
23,Customer_23,B2C,3000.0,211.85,2025-05-05 23:00:00
24,Customer_24,B2C,1014.0,227.98,2025-02-12 05:00:00
25,Customer_25,B2B,235.0,134.7,2025-01-10 18:00:00
25,Customer_25,B2B,476.0,422.66,2025-01-20 19:00:00
25,Customer_25,B2B,1552.0,163.29,2025-03-06 15:00:00
25,Customer_25,B2B,2847.0,487.79,2025-04-29 14:00:00
25,Customer_25,B2B,3180.0,445.98,2025-05-13 11:00:00
25,Customer_25,B2B,3716.0,31.48,2025-06-04 19:00:00
25,Customer_25,B2B,4008.0,433.11,2025-06-16 23:00:00
25,Customer_25,B2B,4763.0,96.34,2025-07-18 10:00:00
26,Customer_26,B2B,23.0,51.22,2025-01-01 22:00:00
26,Customer_26,B2B,1331.0,199.16,2025-02-25 10:00:00
26,Customer_26,B2B,2155.0,160.47,2025-03-31 18:00:00
26,Customer_26,B2B,2429.0,302.17,2025-04-12 04:00:00
26,Customer_26,B2B,3179.0,125.95,2025-05-13 10:00:00
26,Customer_26,B2B,4875.0,224.27,2025-07-23 02:00:00
27,Customer_27,B2B,408.0,491.44,2025-01-17 23:00:00
27,Customer_27,B2B,867.0,439.19,2025-02-06 02:00:00
27,Customer_27,B2B,2905.0,115.48,2025-05-02 00:00:00
27,Customer_27,B2B,4209.0,435.0,2025-06-25 08:00:00
28,Customer_28,Enterprise,1072.0,291.05,2025-02-14 15:00:00
28,Customer_28,Enterprise,2101.0,214.81,2025-03-29 12:00:00
28,Customer_28,Enterprise,3051.0,107.48,2025-05-08 02:00:00
28,Customer_28,Enterprise,4664.0,118.55,2025-07-14 07:00:00
29,Customer_29,Enterprise,193.0,44.0,2025-01-09 00:00:00
29,Customer_29,Enterprise,389.0,416.04,2025-01-17 04:00:00
29,Customer_29,Enterprise,431.0,394.36,2025-01-18 22:00:00
29,Customer_29,Enterprise,579.0,138.05,2025-01-25 02:00:00
29,Customer_29,Enterprise,806.0,10.11,2025-02-03 13:00:00
29,Customer_29,Enterprise,1695.0,216.44,2025-03-12 14:00:00
29,Customer_29,Enterprise,3632.0,210.37,2025-06-01 07:00:00
29,Customer_29,Enterprise,4338.0,490.7,2025-06-30 17:00:00
30,Customer_30,Enterprise,1859.0,413.27,2025-03-19 10:00:00
30,Customer_30,Enterprise,2609.0,189.03,2025-04-19 16:00:00
30,Customer_30,Enterprise,2942.0,455.41,2025-05-03 13:00:00
30,Customer_30,Enterprise,4804.0,200.38,2025-07-20 03:00:00
31,Customer_31,B2C,738.0,278.97,2025-01-31 17:00:00
31,Customer_31,B2C,2656.0,356.33,2025-04-21 15:00:00
31,Customer_31,B2C,2922.0,91.81,2025-05-02 17:00:00
31,Customer_31,B2C,3035.0,411.51,2025-05-07 10:00:00
31,Customer_31,B2C,4424.0,239.2,2025-07-04 07:00:00
32,Customer_32,Enterprise,267.0,72.88,2025-01-12 02:00:00
32,Customer_32,Enterprise,2134.0,203.15,2025-03-30 21:00:00
32,Customer_32,Enterprise,3479.0,346.15,2025-05-25 22:00:00
32,Customer_32,Enterprise,4463.0,334.82,2025-07-05 22:00:00
33,Customer_33,B2C,807.0,458.35,2025-02-03 14:00:00
33,Customer_33,B2C,3119.0,273.47,2025-05-10 22:00:00
33,Customer_33,B2C,3607.0,296.83,2025-05-31 06:00:00
34,Customer_34,B2C,399.0,208.66,2025-01-17 14:00:00
35,Customer_35,Enterprise,1006.0,135.96,2025-02-11 21:00:00
35,Customer_35,Enterprise,1125.0,315.46,2025-02-16 20:00:00
35,Customer_35,Enterprise,2397.0,364.53,2025-04-10 20:00:00
35,Customer_35,Enterprise,2412.0,361.42,2025-04-11 11:00:00
35,Customer_35,Enterprise,2684.0,405.48,2025-04-22 19:00:00
36,Customer_36,B2C,1316.0,13.6,2025-02-24 19:00:00
36,Customer_36,B2C,1401.0,148.45,2025-02-28 08:00:00
36,Customer_36,B2C,4411.0,374.74,2025-07-03 18:00:00
37,Customer_37,Enterprise,693.0,248.23,2025-01-29 20:00:00
37,Customer_37,Enterprise,778.0,258.8,2025-02-02 09:00:00
38,Customer_38,Enterprise,687.0,424.6,2025-01-29 14:00:00
38,Customer_38,Enterprise,1922.0,80.71,2025-03-22 01:00:00
38,Customer_38,Enterprise,3448.0,293.77,2025-05-24 15:00:00
38,Customer_38,Enterprise,3852.0,357.3,2025-06-10 11:00:00
38,Customer_38,Enterprise,4474.0,360.67,2025-07-06 09:00:00
39,Customer_39,B2B,115.0,86.54,2025-01-05 18:00:00
39,Customer_39,B2B,477.0,155.34,2025-01-20 20:00:00
39,Customer_39,B2B,552.0,495.85,2025-01-23 23:00:00
39,Customer_39,B2B,578.0,75.26,2025-01-25 01:00:00
39,Customer_39,B2B,821.0,362.17,2025-02-04 04:00:00
39,Customer_39,B2B,1145.0,371.19,2025-02-17 16:00:00
39,Customer_39,B2B,1309.0,84.35,2025-02-24 12:00:00
39,Customer_39,B2B,1808.0,57.83,2025-03-17 07:00:00
39,Customer_39,B2B,3291.0,233.6,2025-05-18 02:00:00
39,Customer_39,B2B,3761.0,469.4,2025-06-06 16:00:00
39,Customer_39,B2B,3894.0,221.44,2025-06-12 05:00:00
39,Customer_39,B2B,4405.0,41.85,2025-07-03 12:00:00
40,Customer_40,Enterprise,4.0,140.3,2025-01-01 03:00:00
40,Customer_40,Enterprise,681.0,107.33,2025-01-29 08:00:00
40,Customer_40,Enterprise,699.0,158.21,2025-01-30 02:00:00
40,Customer_40,Enterprise,708.0,255.28,2025-01-30 11:00:00
40,Customer_40,Enterprise,709.0,326.41,2025-01-30 12:00:00
40,Customer_40,Enterprise,2201.0,35.49,2025-04-02 16:00:00
40,Customer_40,Enterprise,3414.0,264.06,2025-05-23 05:00:00
40,Customer_40,Enterprise,4064.0,117.66,2025-06-19 07:00:00
40,Customer_40,Enterprise,4129.0,436.4,2025-06-22 00:00:00
40,Customer_40,Enterprise,4465.0,136.39,2025-07-06 00:00:00
41,Customer_41,B2B,398.0,29.74,2025-01-17 13:00:00
41,Customer_41,B2B,2273.0,393.55,2025-04-05 16:00:00
41,Customer_41,B2B,2379.0,365.03,2025-04-10 02:00:00
41,Customer_41,B2B,2504.0,138.51,2025-04-15 07:00:00
41,Customer_41,B2B,2557.0,263.39,2025-04-17 12:00:00
41,Customer_41,B2B,2617.0,337.96,2025-04-20 00:00:00
41,Customer_41,B2B,3364.0,315.05,2025-05-21 03:00:00
41,Customer_41,B2B,3756.0,293.16,2025-06-06 11:00:00
42,Customer_42,Enterprise,95.0,324.34,2025-01-04 22:00:00
42,Customer_42,Enterprise,396.0,96.81,2025-01-17 11:00:00
42,Customer_42,Enterprise,475.0,473.53,2025-01-20 18:00:00
42,Customer_42,Enterprise,1516.0,372.39,2025-03-05 03:00:00
42,Customer_42,Enterprise,4629.0,200.18,2025-07-12 20:00:00
43,Customer_43,Enterprise,1261.0,200.11,2025-02-22 12:00:00
43,Customer_43,Enterprise,1573.0,288.45,2025-03-07 12:00:00
43,Customer_43,Enterprise,1719.0,18.57,2025-03-13 14:00:00
43,Customer_43,Enterprise,2102.0,428.11,2025-03-29 13:00:00
43,Customer_43,Enterprise,3546.0,197.93,2025-05-28 17:00:00
43,Customer_43,Enterprise,3754.0,268.63,2025-06-06 09:00:00
43,Customer_43,Enterprise,4317.0,354.34,2025-06-29 20:00:00
44,Customer_44,B2B,489.0,197.25,2025-01-21 08:00:00
44,Customer_44,B2B,1845.0,438.62,2025-03-18 20:00:00
44,Customer_44,B2B,2160.0,184.71,2025-03-31 23:00:00
44,Customer_44,B2B,3070.0,25.22,2025-05-08 21:00:00
44,Customer_44,B2B,3299.0,469.48,2025-05-18 10:00:00
44,Customer_44,B2B,4102.0,422.49,2025-06-20 21:00:00
44,Customer_44,B2B,4612.0,18.84,2025-07-12 03:00:00
45,Customer_45,B2B,2877.0,481.19,2025-04-30 20:00:00
45,Customer_45,B2B,3142.0,264.91,2025-05-11 21:00:00
45,Customer_45,B2B,3917.0,306.79,2025-06-13 04:00:00
45,Customer_45,B2B,4348.0,188.9,2025-07-01 03:00:00
46,Customer_46,Enterprise,756.0,444.33,2025-02-01 11:00:00
46,Customer_46,Enterprise,920.0,144.25,2025-02-08 07:00:00
46,Customer_46,Enterprise,3729.0,166.6,2025-06-05 08:00:00
47,Customer_47,B2C,153.0,301.18,2025-01-07 08:00:00
47,Customer_47,B2C,515.0,45.64,2025-01-22 10:00:00
47,Customer_47,B2C,645.0,123.23,2025-01-27 20:00:00
47,Customer_47,B2C,1981.0,319.46,2025-03-24 12:00:00
47,Customer_47,B2C,2292.0,70.43,2025-04-06 11:00:00
47,Customer_47,B2C,3465.0,346.84,2025-05-25 08:00:00
47,Customer_47,B2C,3768.0,162.73,2025-06-06 23:00:00
48,Customer_48,B2B,2799.0,123.06,2025-04-27 14:00:00
48,Customer_48,B2B,4086.0,188.23,2025-06-20 05:00:00
48,Customer_48,B2B,4263.0,43.81,2025-06-27 14:00:00
48,Customer_48,B2B,4480.0,478.85,2025-07-06 15:00:00
49,Customer_49,B2C,247.0,127.75,2025-01-11 06:00:00
49,Customer_49,B2C,1342.0,414.97,2025-02-25 21:00:00
49,Customer_49,B2C,2009.0,311.1,2025-03-25 16:00:00
49,Customer_49,B2C,2481.0,345.26,2025-04-14 08:00:00
49,Customer_49,B2C,2591.0,35.64,2025-04-18 22:00:00
49,Customer_49,B2C,3065.0,422.84,2025-05-08 16:00:00
49,Customer_49,B2C,3193.0,209.94,2025-05-14 00:00:00
49,Customer_49,B2C,4049.0,215.96,2025-06-18 16:00:00
49,Customer_49,B2C,4407.0,71.71,2025-07-03 14:00:00
50,Customer_50,B2C,1346.0,261.18,2025-02-26 01:00:00
50,Customer_50,B2C,1995.0,263.46,2025-03-25 02:00:00
50,Customer_50,B2C,3248.0,234.54,2025-05-16 07:00:00
50,Customer_50,B2C,3609.0,323.84,2025-05-31 08:00:00
50,Customer_50,B2C,4386.0,108.56,2025-07-02 17:00:00
51,Customer_51,B2C,192.0,255.14,2025-01-08 23:00:00
51,Customer_51,B2C,315.0,20.26,2025-01-14 02:00:00
51,Customer_51,B2C,1276.0,401.02,2025-02-23 03:00:00
52,Customer_52,B2B,3876.0,10.35,2025-06-11 11:00:00
53,Customer_53,B2C,359.0,72.14,2025-01-15 22:00:00
53,Customer_53,B2C,1189.0,385.63,2025-02-19 12:00:00
53,Customer_53,B2C,2917.0,189.65,2025-05-02 12:00:00
53,Customer_53,B2C,2939.0,455.7,2025-05-03 10:00:00
53,Customer_53,B2C,3071.0,473.98,2025-05-08 22:00:00
53,Customer_53,B2C,4506.0,161.54,2025-07-07 17:00:00
54,Customer_54,B2B,310.0,103.07,2025-01-13 21:00:00
54,Customer_54,B2B,644.0,34.12,2025-01-27 19:00:00
54,Customer_54,B2B,3067.0,220.43,2025-05-08 18:00:00
54,Customer_54,B2B,3738.0,338.0,2025-06-05 17:00:00
54,Customer_54,B2B,4124.0,355.48,2025-06-21 19:00:00
55,Customer_55,B2C,290.0,37.94,2025-01-13 01:00:00
55,Customer_55,B2C,298.0,254.08,2025-01-13 09:00:00
55,Customer_55,B2C,444.0,266.47,2025-01-19 11:00:00
55,Customer_55,B2C,1453.0,221.59,2025-03-02 12:00:00
55,Customer_55,B2C,1938.0,14.22,2025-03-22 17:00:00
55,Customer_55,B2C,3120.0,335.18,2025-05-10 23:00:00
56,Customer_56,Enterprise,1589.0,136.47,2025-03-08 04:00:00
56,Customer_56,Enterprise,4192.0,159.56,2025-06-24 15:00:00
56,Customer_56,Enterprise,4397.0,434.8,2025-07-03 04:00:00
56,Customer_56,Enterprise,4793.0,335.42,2025-07-19 16:00:00
57,Customer_57,Enterprise,1925.0,438.03,2025-03-22 04:00:00
57,Customer_57,Enterprise,2117.0,359.69,2025-03-30 04:00:00
57,Customer_57,Enterprise,2831.0,150.83,2025-04-28 22:00:00
57,Customer_57,Enterprise,4031.0,475.6,2025-06-17 22:00:00
58,Customer_58,B2B,1426.0,273.39,2025-03-01 09:00:00
58,Customer_58,B2B,2153.0,92.74,2025-03-31 16:00:00
58,Customer_58,B2B,3357.0,157.71,2025-05-20 20:00:00
58,Customer_58,B2B,4557.0,51.75,2025-07-09 20:00:00
58,Customer_58,B2B,4676.0,275.99,2025-07-14 19:00:00
59,Customer_59,Enterprise,368.0,292.72,2025-01-16 07:00:00
59,Customer_59,Enterprise,1002.0,371.58,2025-02-11 17:00:00
59,Customer_59,Enterprise,1129.0,173.88,2025-02-17 00:00:00
59,Customer_59,Enterprise,2693.0,131.43,2025-04-23 04:00:00
59,Customer_59,Enterprise,2946.0,158.65,2025-05-03 17:00:00
59,Customer_59,Enterprise,3144.0,391.47,2025-05-11 23:00:00
59,Customer_59,Enterprise,3606.0,310.22,2025-05-31 05:00:00
59,Customer_59,Enterprise,3699.0,485.9,2025-06-04 02:00:00
59,Customer_59,Enterprise,4065.0,224.95,2025-06-19 08:00:00
59,Customer_59,Enterprise,4128.0,25.28,2025-06-21 23:00:00
59,Customer_59,Enterprise,4316.0,278.53,2025-06-29 19:00:00
60,Customer_60,Enterprise,860.0,124.45,2025-02-05 19:00:00
60,Customer_60,Enterprise,1350.0,159.4,2025-02-26 05:00:00
60,Customer_60,Enterprise,1576.0,173.55,2025-03-07 15:00:00
60,Customer_60,Enterprise,1947.0,368.79,2025-03-23 02:00:00
60,Customer_60,Enterprise,4403.0,110.98,2025-07-03 10:00:00
60,Customer_60,Enterprise,4869.0,53.01,2025-07-22 20:00:00
61,Customer_61,B2C,473.0,326.33,2025-01-20 16:00:00
61,Customer_61,B2C,612.0,107.34,2025-01-26 11:00:00
61,Customer_61,B2C,3776.0,342.28,2025-06-07 07:00:00
61,Customer_61,B2C,3874.0,329.61,2025-06-11 09:00:00
61,Customer_61,B2C,4158.0,296.75,2025-06-23 05:00:00
62,Customer_62,B2B,620.0,53.02,2025-01-26 19:00:00
62,Customer_62,B2B,656.0,163.17,2025-01-28 07:00:00
62,Customer_62,B2B,2393.0,338.66,2025-04-10 16:00:00
62,Customer_62,B2B,4076.0,143.85,2025-06-19 19:00:00
62,Customer_62,B2B,4152.0,213.27,2025-06-22 23:00:00
63,Customer_63,B2C,242.0,51.68,2025-01-11 01:00:00
63,Customer_63,B2C,255.0,438.07,2025-01-11 14:00:00
63,Customer_63,B2C,1618.0,439.79,2025-03-09 09:00:00
63,Customer_63,B2C,2355.0,299.52,2025-04-09 02:00:00
63,Customer_63,B2C,2618.0,445.25,2025-04-20 01:00:00
63,Customer_63,B2C,3832.0,347.18,2025-06-09 15:00:00
63,Customer_63,B2C,4657.0,342.03,2025-07-14 00:00:00
64,Customer_64,B2C,894.0,260.77,2025-02-07 05:00:00
64,Customer_64,B2C,2749.0,84.47,2025-04-25 12:00:00
64,Customer_64,B2C,4299.0,154.6,2025-06-29 02:00:00
64,Customer_64,B2C,4376.0,422.31,2025-07-02 07:00:00
65,Customer_65,B2C,1229.0,315.52,2025-02-21 04:00:00
65,Customer_65,B2C,1646.0,22.08,2025-03-10 13:00:00
65,Customer_65,B2C,2416.0,374.93,2025-04-11 15:00:00
65,Customer_65,B2C,2845.0,398.49,2025-04-29 12:00:00
65,Customer_65,B2C,3057.0,376.85,2025-05-08 08:00:00
65,Customer_65,B2C,3538.0,208.31,2025-05-28 09:00:00
65,Customer_65,B2C,3704.0,348.41,2025-06-04 07:00:00
65,Customer_65,B2C,4442.0,74.98,2025-07-05 01:00:00
66,Customer_66,B2C,1073.0,177.4,2025-02-14 16:00:00
66,Customer_66,B2C,1885.0,195.37,2025-03-20 12:00:00
66,Customer_66,B2C,2118.0,438.1,2025-03-30 05:00:00
66,Customer_66,B2C,2157.0,168.34,2025-03-31 20:00:00
66,Customer_66,B2C,2288.0,175.23,2025-04-06 07:00:00
66,Customer_66,B2C,2883.0,117.5,2025-05-01 02:00:00
67,Customer_67,B2C,1424.0,89.11,2025-03-01 07:00:00
67,Customer_67,B2C,1525.0,45.61,2025-03-05 12:00:00
68,Customer_68,B2C,2140.0,417.65,2025-03-31 03:00:00
68,Customer_68,B2C,2381.0,393.63,2025-04-10 04:00:00
68,Customer_68,B2C,2700.0,365.48,2025-04-23 11:00:00
68,Customer_68,B2C,3190.0,213.8,2025-05-13 21:00:00
68,Customer_68,B2C,3720.0,21.7,2025-06-04 23:00:00
68,Customer_68,B2C,4252.0,403.25,2025-06-27 03:00:00
69,Customer_69,B2C,164.0,376.07,2025-01-07 19:00:00
69,Customer_69,B2C,449.0,90.05,2025-01-19 16:00:00
69,Customer_69,B2C,1191.0,485.34,2025-02-19 14:00:00
69,Customer_69,B2C,2701.0,65.48,2025-04-23 12:00:00
69,Customer_69,B2C,3604.0,367.02,2025-05-31 03:00:00
69,Customer_69,B2C,3772.0,441.74,2025-06-07 03:00:00
69,Customer_69,B2C,3863.0,440.81,2025-06-10 22:00:00
70,Customer_70,B2B,1409.0,225.39,2025-02-28 16:00:00
70,Customer_70,B2B,1906.0,187.0,2025-03-21 09:00:00
70,Customer_70,B2B,2060.0,292.14,2025-03-27 19:00:00
70,Customer_70,B2B,4182.0,494.25,2025-06-24 05:00:00
70,Customer_70,B2B,4765.0,175.09,2025-07-18 12:00:00
71,Customer_71,Enterprise,3983.0,141.87,2025-06-15 22:00:00
71,Customer_71,Enterprise,4381.0,396.25,2025-07-02 12:00:00
